Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,SUMMARY,Unnamed: 6,Unnamed: 7,Unnamed: 8
Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Residential Real Estate Value Score,Affordable Housing Score,Personal Income Score
51710003800,Norfolk city,Virginia,2021,50,31,81,80
51710003800,Norfolk city,Virginia,2022,50,32,84,60
51710003800,Norfolk city,Virginia,2023,54,48,95,59
51710006605,Norfolk city,Virginia,2017,47,32,22,52
51710006605,Norfolk city,Virginia,2018,44,33,19,37
51710006605,Norfolk city,Virginia,2019,52,25,21,26
51710006605,Norfolk city,Virginia,2020,46,22,26,24
51710006605,Norfolk city,Virginia,2021,47,28,27,26
51710006605,Norfolk city,Virginia,2022,50,31,33,47
51710006605,Norfolk city,Virginia,2023,52,30,35,76
51710000800,Norfolk city,Virginia,2017,34,10,15,25
51710000800,Norfolk city,Virginia,2018,35,12,18,31
51710000800,Norfolk city,Virginia,2019,32,11,28,43
51710000800,Norfolk city,Virginia,2020,40,10,34,46
51710000800,Norfolk city,Virginia,2021,30,33,43,37
51710000800,Norfolk city,Virginia,2022,34,35,30,32
51710000800,Norfolk city,Virginia,2023,42,30,43,41
51710000901,Norfolk city,Virginia,2017,44,,0,65
51710000901,Norfolk city,Virginia,2018,39,,0,54
51710000901,Norfolk city,Virginia,2019,43,,0,50
51710000901,Norfolk city,Virginia,2020,38,,0,49
51710000901,Norfolk city,Virginia,2021,46,,0,51
51710000901,Norfolk city,Virginia,2022,56,,0,46
51710000901,Norfolk city,Virginia,2023,48,,1,42
51710002300,Norfolk city,Virginia,2017,53,31,84,47
51710002300,Norfolk city,Virginia,2018,50,28,85,55
51710002300,Norfolk city,Virginia,2019,46,26,82,66
51710002300,Norfolk city,Virginia,2020,50,27,69,58
51710002300,Norfolk city,Virginia,2021,57,51,79,63
51710002300,Norfolk city,Virginia,2022,44,42,47,60
51710002300,Norfolk city,Virginia,2023,52,,52,63
51710003700,Norfolk city,Virginia,2017,50,15,53,51
51710003700,Norfolk city,Virginia,2018,50,27,59,64
51710003700,Norfolk city,Virginia,2019,50,21,60,85
51710003700,Norfolk city,Virginia,2020,61,57,61,77
51710003700,Norfolk city,Virginia,2021,59,62,41,67
51710003700,Norfolk city,Virginia,2022,56,55,34,38
51710003700,Norfolk city,Virginia,2023,49,,18,33
51740210600,Portsmouth city,Virginia,2017,49,14,25,51
51740210600,Portsmouth city,Virginia,2018,44,13,29,55
51740210600,Portsmouth city,Virginia,2019,46,12,36,52
51740210600,Portsmouth city,Virginia,2020,40,9,49,50
